Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
127,16,165.72,3,4,4,344
128,1,16.08,3,1,2,312
265,6,66.49,2,4,4,244
358,1,5.04,1,1,1,111
340,1,25.35,1,1,3,113
359,1,29.8,1,1,3,113
293,5,28.709999999999997,1,4,3,143
24,2,49.519999999999996,4,3,3,433
298,1,39.32,1,1,3,113
292,3,102.76,1,3,4,134
315,3,37.25,1,3,3,133
299,3,328.57,1,3,4,134
304,1,10.25,1,1,2,112
296,2,18.1,1,3,2,132
339,2,146.98,1,3,4,134
166,1,0.96,2,1,1,211
126,1,3.69,3,1,1,311
115,2,18.42,3,3,2,332
303,3,17.84,1,3,2,132
296,1,13.46,1,1,2,112
356,1,7.15,1,1,1,111
301,4,75.55,1,4,4,144
304,2,30.94,1,3,3,133
166,4,24.12,2,4,3,243
317,3,157.77,1,3,4,134
256,1,4.02,2,1,1,211
300,2,71.26,1,3,4,134
111,1,20.16,3,1,2,312
211,1,5.79,2,1,1,211
361,1,13.1,1,1,2,112
271,4,103.39,2,4,4,244
343,1,7.3,1,1,1,111
253,5,97.68,2,4,4,244
143,1,10.71,3,1,2,312
228,1,1.42,2,1,1,211
260,5,27.169999999999998,2,4,3,243
352,1,16.88,1,1,2,112
165,2,14.540000000000001,2,3,2,232
302,1,31.24,1,1,3,113
248,3,49.05,2,3,3,233
283,3,34.21,1,3,3,133
299,2,23.19,1,3,2,132
306,2,75.45,1,3,4,134
317,2,24.32,1,3,3,133
291,1,9.38,1,1,1,111
244,9,127.08,2,4,4,244
281,1,11.19,1,1,2,112
271,1,6.63,2,1,1,211
292,1,10.02,1,1,1,111
305,4,91.92,1,4,4,144
321,1,6.46,1,1,1,111
298,2,26.22,1,3,3,133
302,2,34.78,1,3,3,133
292,1,10.23,1,1,2,112
276,7,200.64000000000001,1,4,4,144
240,11,131.8,2,4,4,244
226,4,88.38,2,4,4,244
293,1,13.02,1,1,2,112
166,2,12.629999999999999,2,3,2,232
332,1,8.38,1,1,1,111
313,1,5.73,1,1,1,111
343,1,5.73,1,1,1,111
304,3,17.86,1,3,2,132
168,3,66.66,2,3,4,234
298,1,27.43,1,1,3,113
283,1,11.25,1,1,2,112
345,1,12.74,1,1,2,112
264,4,112.47,2,4,4,244
327,1,15.2,1,1,2,112
318,2,12.18,1,3,2,132
174,3,235.67,2,3,4,234
358,1,22.54,1,1,2,112
249,1,10.16,2,1,1,211
326,1,6.35,1,1,1,111
141,1,3.63,3,1,1,311
308,3,54.120000000000005,1,3,3,133
290,5,44.160000000000004,1,4,3,143
284,1,2.19,1,1,1,111
192,1,7.63,2,1,1,211
288,3,27.48,1,3,3,133
273,2,27.23,1,3,3,133
318,3,93.6,1,3,4,134
131,1,6.81,3,1,1,311
299,1,16.82,1,1,2,112
245,1,26.79,2,1,3,213
263,2,25.17,2,3,3,233
322,1,20.099999999999998,1,1,2,112
357,1,15.69,1,1,2,112
311,6,225.16,1,4,4,144
269,1,4.57,2,1,1,211
288,1,7.15,1,1,1,111
362,1,6.35,1,1,1,111
355,2,58.849999999999994,1,3,3,133
164,1,5.88,2,1,1,211
271,2,40.809999999999995,2,3,3,233
359,1,10.75,1,1,2,112
341,1,4.75,1,1,1,111
275,4,197.02,1,4,4,144
74,7,175.72,3,4,4,344
270,1,17.63,2,1,2,212
214,1,12.18,2,1,2,212
292,1,5.18,1,1,1,111
258,1,6.8,2,1,1,211
286,3,53.980000000000004,1,3,3,133
322,2,334.8,1,3,4,134
258,2,13.99,2,3,2,232
322,1,9.75,1,1,1,111
300,1,17.92,1,1,2,112
192,1,67.02,2,1,4,214
308,1,4.43,1,1,1,111
167,1,15.23,2,1,2,212
305,1,5.19,1,1,1,111
337,1,8.32,1,1,1,111
314,1,20.18,1,1,2,112
307,2,32.97,1,3,3,133
282,6,454.11,1,4,4,144
241,2,31.240000000000002,2,3,3,233
165,1,66.33,2,1,4,214
355,1,11.38,1,1,2,112
233,3,123.74000000000001,2,3,4,234
329,1,10.81,1,1,2,112
256,1,67.95,2,1,4,214
313,1,9.93,1,1,1,111
331,1,10.0,1,1,1,111
95,1,64.77999999999999,3,1,4,314
290,2,93.99,1,3,4,134
341,1,3.34,1,1,1,111
313,3,54.870000000000005,1,3,3,133
341,1,13.7,1,1,2,112
181,1,17.25,2,1,2,212
124,1,7.9,3,1,1,311
270,1,30.51,2,1,3,213
316,2,118.21,1,3,4,134
318,1,1.65,1,1,1,111
308,1,10.25,1,1,2,112
246,1,7.44,2,1,1,211
314,1,9.87,1,1,1,111
295,3,16.75,1,3,2,132
306,1,19.75,1,1,2,112
117,3,85.18,3,3,4,334
267,3,40.19,2,3,3,233
323,5,83.1,1,4,4,144
299,4,29.68,1,4,3,143
245,2,105.22,2,3,4,234
331,1,50.96,1,1,3,113
142,1,2.0,3,1,1,311
270,1,7.74,2,1,1,211
285,5,199.17000000000002,1,4,4,144
233,3,42.739999999999995,2,3,3,233
111,6,34.1,3,4,3,343
258,3,54.64,2,3,3,233
118,4,40.07,3,4,3,343
172,2,12.55,2,3,2,232
260,2,40.690000000000005,2,3,3,233
244,2,23.73,2,3,2,232
156,2,38.93,2,3,3,233
265,2,29.03,2,3,3,233
285,2,22.66,1,3,2,132
296,1,22.02,1,1,2,112
317,1,3.96,1,1,1,111
363,1,5.56,1,1,1,111
349,2,47.050000000000004,1,3,3,133
268,1,36.0,2,1,3,213
208,1,22.62,2,1,2,212
219,1,22.85,2,1,2,212
268,4,81.34,2,4,4,244
315,3,23.66,1,3,2,132
21,1,6.07,4,1,1,411
339,1,5.73,1,1,1,111
234,2,61.23,2,3,3,233
320,3,20.43,1,3,2,132
246,9,60.48,2,4,3,243
276,2,56.86,1,3,3,133
285,4,21.05,1,4,2,142
306,1,22.669999999999998,1,1,2,112
123,3,27.66,3,3,3,333
257,5,343.21000000000004,2,4,4,244
108,6,46.36,3,4,3,343
199,2,14.76,2,3,2,232
254,7,268.12,2,4,4,244
151,3,265.09000000000003,2,3,4,234
277,1,3.13,1,1,1,111
286,2,22.299999999999997,1,3,2,132
315,2,17.12,1,3,2,132
96,18,426.96999999999997,3,4,4,344
340,1,13.5,1,1,2,112
283,8,331.98,1,4,4,144
299,2,140.99,1,3,4,134
243,2,8.79,2,3,1,231
334,1,101.71,1,1,4,114
320,1,14.25,1,1,2,112
213,2,14.39,2,3,2,232
351,1,39.41,1,1,3,113
297,1,15.93,1,1,2,112
170,1,26.060000000000002,2,1,3,213
268,2,79.14,2,3,4,234
309,1,13.93,1,1,2,112
281,2,20.06,1,3,2,132
29,1,10.3,4,1,2,412
357,1,22.24,1,1,2,112
90,8,508.95,3,4,4,344
317,1,16.47,1,1,2,112
206,1,24.57,2,1,3,213
196,3,43.45,2,3,3,233
326,2,48.44,1,3,3,133
251,1,25.88,2,1,3,213
166,1,15.75,2,1,2,212
286,1,13.42,1,1,2,112
293,2,83.94,1,3,4,134
133,7,63.989999999999995,3,4,4,344
259,1,4.81,2,1,1,211
340,1,20.48,1,1,2,112
322,1,11.65,1,1,2,112
290,2,12.920000000000002,1,3,2,132
176,2,16.1,2,3,2,232
332,2,51.52,1,3,3,133
281,4,59.08,1,4,3,143
290,3,166.31,1,3,4,134
70,12,209.04000000000002,3,4,4,344
178,1,82.76,2,1,4,214
337,1,64.72,1,1,4,114
309,1,6.63,1,1,1,111
347,1,24.01,1,1,3,113
5,2,27.939999999999998,4,3,3,433
287,4,186.07999999999998,1,4,4,144
283,2,157.04,1,3,4,134
286,2,15.92,1,3,2,132
355,1,6.06,1,1,1,111
293,1,1.06,1,1,1,111
304,1,8.83,1,1,1,111
352,1,26.91,1,1,3,113
4,1,21.93,4,1,2,412
254,3,96.00999999999999,2,3,4,234
133,2,24.44,3,3,3,333
282,5,116.55,1,4,4,144
328,1,13.37,1,1,2,112
229,3,100.94,2,3,4,234
326,1,5.59,1,1,1,111
360,1,15.67,1,1,2,112
360,1,12.15,1,1,2,112
101,19,508.64,3,4,4,344
315,1,4.19,1,1,1,111
278,9,82.0,1,4,4,144
204,1,7.9,2,1,1,211
272,8,117.91,2,4,4,244
266,3,16.5,2,3,2,232
26,2,21.23,4,3,2,432
130,1,124.31,3,1,4,314
138,3,22.23,3,3,2,332
296,4,42.660000000000004,1,4,3,143
214,1,2.06,2,1,1,211
247,4,161.79,2,4,4,244
334,1,3.38,1,1,1,111
300,3,26.91,1,3,3,133
331,1,20.03,1,1,2,112
285,1,22.41,1,1,2,112
313,2,19.54,1,3,2,132
191,2,56.129999999999995,2,3,3,233
303,3,176.89000000000001,1,3,4,134
286,13,105.45,1,4,4,144
273,5,62.78,1,4,3,143
281,2,10.58,1,3,2,132
123,1,9.93,3,1,1,311
286,2,26.93,1,3,3,133
332,1,11.940000000000001,1,1,2,112
351,1,8.870000000000001,1,1,1,111
277,4,215.45999999999998,1,4,4,144
344,1,10.56,1,1,2,112
90,1,15.4,3,1,2,312
241,3,37.94,2,3,3,233
212,1,9.35,2,1,1,211
111,2,27.080000000000002,3,3,3,333
156,2,61.629999999999995,2,3,3,233
338,1,7.43,1,1,1,111
171,1,3.18,2,1,1,211
183,1,7.56,2,1,1,211
272,3,28.81,2,3,3,233
311,1,4.94,1,1,1,111
303,1,1.42,1,1,1,111
275,2,16.72,1,3,2,132
217,1,12.0,2,1,2,212
296,2,19.689999999999998,1,3,2,132
262,1,4.66,2,1,1,211
247,2,13.85,2,3,2,232
345,1,11.73,1,1,2,112
183,1,6.13,2,1,1,211
310,2,72.22,1,3,4,134
233,1,49.74,2,1,3,213
359,1,10.02,1,1,1,111
353,1,5.38,1,1,1,111
307,4,54.67,1,4,3,143
352,2,15.62,1,3,2,132
178,2,31.72,2,3,3,233
343,1,5.38,1,1,1,111
329,3,61.76,1,3,3,133
313,1,4.3,1,1,1,111
296,1,14.75,1,1,2,112
284,1,6.35,1,1,1,111
326,1,7.43,1,1,1,111
329,1,18.4,1,1,2,112
338,1,79.44,1,1,4,114
344,1,64.75,1,1,4,114
318,1,11.6,1,1,2,112
306,1,3.9,1,1,1,111
316,1,7.42,1,1,1,111
269,1,3.82,2,1,1,211
315,1,9.69,1,1,1,111
340,1,13.280000000000001,1,1,2,112
292,2,18.61,1,3,2,132
220,3,488.51,2,3,4,234
128,10,183.98,3,4,4,344
317,1,3.13,1,1,1,111
341,2,44.39,1,3,3,133
171,3,21.04,2,3,2,232
355,1,53.7,1,1,3,113
277,1,5.38,1,1,1,111
241,4,115.21000000000001,2,4,4,244
278,2,18.65,1,3,2,132
248,1,9.4,2,1,1,211
264,2,23.5,2,3,2,232
146,11,155.95,3,4,4,344
247,6,126.12,2,4,4,244
300,1,5.0,1,1,1,111
359,1,3.62,1,1,1,111
148,2,4.4399999999999995,3,3,1,331
322,4,90.92999999999999,1,4,4,144
252,1,6.69,2,1,1,211
231,1,7.1,2,1,1,211
140,2,20.33,3,3,2,332
305,1,12.18,1,1,2,112
260,2,53.82,2,3,3,233
247,1,2.06,2,1,1,211
177,7,88.14,2,4,4,244
315,1,3.75,1,1,1,111
131,1,6.88,3,1,1,311
106,1,10.34,3,1,2,312
343,1,16.98,1,1,2,112
288,1,6.129999999999999,1,1,1,111
271,2,85.9,2,3,4,234
220,1,12.99,2,1,2,212
266,1,24.77,2,1,3,213
275,1,7.02,1,1,1,111
305,3,95.03999999999999,1,3,4,134
344,1,9.719999999999999,1,1,1,111
247,4,22.7,2,4,2,242
119,1,10.92,3,1,2,312
319,1,17.93,1,1,2,112
277,1,18.380000000000003,1,1,2,112
178,1,19.17,2,1,2,212
309,1,4.38,1,1,1,111
351,1,9.5,1,1,1,111
237,3,17.92,2,3,2,232
273,1,18.689999999999998,1,1,2,112
304,1,14.190000000000001,1,1,2,112
353,1,7.3999999999999995,1,1,1,111
359,1,30.31,1,1,3,113
243,3,31.740000000000002,2,3,3,233
349,1,3.44,1,1,1,111
262,2,9.68,2,3,1,231
207,1,40.89,2,1,3,213
209,1,8.87,2,1,1,211
295,1,13.06,1,1,2,112
327,1,1.94,1,1,1,111
149,2,36.16,3,3,3,333
165,2,16.450000000000003,2,3,2,232
322,1,6.75,1,1,1,111
320,1,10.25,1,1,2,112
283,2,25.24,1,3,3,133
312,4,96.74,1,4,4,144
353,1,10.1,1,1,1,111
204,1,16.5,2,1,2,212
260,4,66.94,2,4,4,244
191,1,6.5,2,1,1,211
304,2,47.88,1,3,3,133
103,1,26.47,3,1,3,313
317,1,10.15,1,1,1,111
323,1,9.0,1,1,1,111
240,5,46.69,2,4,3,243
305,2,56.809999999999995,1,3,3,133
344,1,37.56,1,1,3,113
267,2,13.780000000000001,2,3,2,232
320,1,34.38,1,1,3,113
250,1,36.08,2,1,3,213
308,3,27.92,1,3,3,133
163,1,11.02,2,1,2,212
254,1,9.290000000000001,2,1,1,211
335,1,15.469999999999999,1,1,2,112
208,1,11.19,2,1,2,212
231,2,19.2,2,3,2,232
96,7,84.53,3,4,4,344
289,1,10.57,1,1,2,112
334,1,8.32,1,1,1,111
237,2,52.95,2,3,3,233
339,2,18.91,1,3,2,132
263,5,73.13,2,4,4,244
135,1,21.939999999999998,3,1,2,312
86,1,3.63,3,1,1,311
259,3,153.15,2,3,4,234
230,2,41.57,2,3,3,233
313,1,6.9,1,1,1,111
331,2,4.3100000000000005,1,3,1,131
203,4,137.41,2,4,4,244
111,3,35.04,3,3,3,333
193,2,40.04,2,3,3,233
289,1,6.87,1,1,1,111
284,5,303.63,1,4,4,144
305,1,24.21,1,1,3,113
314,1,6.75,1,1,1,111
362,1,104.14,1,1,4,114
341,1,7.84,1,1,1,111
207,1,12.33,2,1,2,212
266,1,10.23,2,1,2,212
241,1,11.29,2,1,2,212
322,2,33.76,1,3,3,133
272,1,7.44,2,1,1,211
335,1,1.75,1,1,1,111
142,3,35.32,3,3,3,333
304,1,16.15,1,1,2,112
9,1,25.5,4,1,3,413
242,1,6.0,2,1,1,211
207,1,20.57,2,1,2,212
257,1,5.62,2,1,1,211
288,4,32.8,1,4,3,143
292,1,4.7,1,1,1,111
255,1,6.140000000000001,2,1,1,211
327,1,9.4,1,1,1,111
328,1,6.75,1,1,1,111
180,1,11.78,2,1,2,212
286,1,11.84,1,1,2,112
294,1,7.359999999999999,1,1,1,111
127,2,48.07,3,3,3,333
97,1,10.9,3,1,2,312
343,1,6.75,1,1,1,111
92,1,2.79,3,1,1,311
307,3,105.14,1,3,4,134
233,2,60.89,2,3,3,233
171,1,8.43,2,1,1,211
255,1,124.14,2,1,4,214
319,2,24.799999999999997,1,3,3,133
167,2,40.79,2,3,3,233
257,1,20.58,2,1,2,212
260,1,28.04,2,1,3,213
210,1,27.0,2,1,3,213
359,1,19.1,1,1,2,112
287,3,20.4,1,3,2,132
226,1,12.030000000000001,2,1,2,212
299,2,10.32,1,3,2,132
304,1,4.5,1,1,1,111
267,6,358.59000000000003,2,4,4,244
349,1,2.0,1,1,1,111
234,2,23.94,2,3,3,233
244,1,7.23,2,1,1,211
153,4,88.05,2,4,4,244
278,1,45.13,1,1,3,113
358,1,4.3,1,1,1,111
119,1,8.18,3,1,1,311
119,1,27.37,3,1,3,313
170,7,95.33,2,4,4,244
146,1,11.25,3,1,2,312
310,2,136.56,1,3,4,134
300,4,278.81,1,4,4,144
289,5,164.58,1,4,4,144
254,4,37.92,2,4,3,243
361,1,6.050000000000001,1,1,1,111
322,1,14.75,1,1,2,112
290,7,156.93,1,4,4,144
258,1,4.38,2,1,1,211
113,2,223.04000000000002,3,3,4,334
359,1,12.48,1,1,2,112
310,3,43.56,1,3,3,133
263,4,76.8,2,4,4,244
360,1,19.42,1,1,2,112
292,1,27.99,1,1,3,113
254,3,15.66,2,3,2,232
19,1,28.080000000000002,4,1,3,413
359,1,2.03,1,1,1,111
236,1,17.15,2,1,2,212
311,4,22.71,1,4,2,142
339,2,54.19,1,3,3,133
43,1,1.5,4,1,1,411
282,5,64.93,1,4,4,144
293,1,16.56,1,1,2,112
257,3,28.369999999999997,2,3,3,233
299,1,11.2,1,1,2,112
310,1,28.86,1,1,3,113
307,5,47.699999999999996,1,4,3,143
313,4,40.46,1,4,3,143
138,2,77.28999999999999,3,3,4,334
272,1,12.75,2,1,2,212
165,2,41.06,2,3,3,233
256,1,7.5,2,1,1,211
265,5,147.53,2,4,4,244
295,2,56.949999999999996,1,3,3,133
168,5,93.02,2,4,4,244
354,1,27.55,1,1,3,113
274,1,2.11,1,1,1,111
249,1,22.98,2,1,2,212
315,1,3.22,1,1,1,111
194,4,31.47,2,4,3,243
339,1,21.45,1,1,2,112
279,1,7.98,1,1,1,111
112,3,22.23,3,3,2,332
245,11,721.28,2,4,4,244
315,6,37.660000000000004,1,4,3,143
144,1,37.99,3,1,3,313
319,2,25.52,1,3,3,133
115,2,19.4,3,3,2,332
277,1,7.699999999999999,1,1,1,111
273,3,531.29,1,3,4,134
352,1,8.629999999999999,1,1,1,111
256,2,9.32,2,3,1,231
188,7,133.31,2,4,4,244
326,1,11.309999999999999,1,1,2,112
319,1,16.119999999999997,1,1,2,112
46,3,42.69,4,3,3,433
206,4,67.82,2,4,4,244
276,6,121.94,1,4,4,144
302,5,201.35,1,4,4,144
299,3,31.2,1,3,3,133
287,1,6.300000000000001,1,1,1,111
276,1,27.02,1,1,3,113
203,5,91.81,2,4,4,244
70,1,12.950000000000001,3,1,2,312
253,1,2.06,2,1,1,211
97,3,65.43,3,3,4,334
196,2,17.12,2,3,2,232
144,11,298.06,3,4,4,344
5,2,26.46,4,3,3,433
152,3,55.980000000000004,2,3,3,233
299,1,14.04,1,1,2,112
284,2,27.979999999999997,1,3,3,133
318,1,141.5,1,1,4,114
247,1,9.82,2,1,1,211
270,1,31.39,2,1,3,213
332,1,4.19,1,1,1,111
278,9,94.3,1,4,4,144
321,1,5.24,1,1,1,111
144,9,176.97,3,4,4,344
274,1,15.63,1,1,2,112
320,1,8.18,1,1,1,111
322,1,16.44,1,1,2,112
214,5,157.69,2,4,4,244
317,1,229.94,1,1,4,114
103,4,42.62,3,4,3,343
316,2,25.29,1,3,3,133
269,4,31.18,2,4,3,243
330,1,19.02,1,1,2,112
285,4,121.67,1,4,4,144
293,1,12.059999999999999,1,1,2,112
291,1,4.94,1,1,1,111
39,8,111.42,4,4,4,444
194,1,3.9299999999999997,2,1,1,211
195,1,14.670000000000002,2,1,2,212
221,1,27.269999999999996,2,1,3,213
299,6,172.89,1,4,4,144
103,5,37.43,3,4,3,343
160,3,417.67,2,3,4,234
172,3,140.33,2,3,4,234
289,2,8.28,1,3,1,131
193,2,15.889999999999999,2,3,2,232
334,1,19.62,1,1,2,112
135,3,23.48,3,3,2,332
258,1,9.48,2,1,1,211
301,5,144.78,1,4,4,144
109,1,31.43,3,1,3,313
252,2,33.6,2,3,3,233
259,2,55.900000000000006,2,3,3,233
194,2,8.870000000000001,2,3,1,231
284,2,12.92,1,3,2,132
239,3,54.18,2,3,3,233
164,7,259.25,2,4,4,244
188,3,24.18,2,3,3,233
305,5,258.51,1,4,4,144
271,2,38.81,2,3,3,233
317,2,26.96,1,3,3,133
314,1,13.82,1,1,2,112
276,6,63.16,1,4,4,144
254,1,35.99,2,1,3,213
126,2,75.74000000000001,3,3,4,334
232,1,28.229999999999997,2,1,3,213
124,8,82.85,3,4,4,344
293,9,163.29000000000002,1,4,4,144
315,1,7.23,1,1,1,111
299,6,61.81,1,4,3,143
43,1,2.88,4,1,1,411
345,1,6.54,1,1,1,111
312,4,68.55,1,4,4,144
278,2,32.09,1,3,3,133
243,3,26.82,2,3,3,233
216,2,16.4,2,3,2,232
331,1,6.5,1,1,1,111
331,1,13.85,1,1,2,112
323,9,206.45,1,4,4,144
310,1,10.68,1,1,2,112
307,3,21.330000000000002,1,3,2,132
220,10,242.21,2,4,4,244
292,5,57.07,1,4,3,143
287,1,10.14,1,1,1,111
303,2,117.22,1,3,4,134
321,1,34.33,1,1,3,113
209,2,40.4,2,3,3,233
276,6,298.86,1,4,4,144
90,2,14.350000000000001,3,3,2,332
278,4,30.159999999999997,1,4,3,143
299,2,60.5,1,3,3,133
327,1,69.67,1,1,4,114
325,1,7.23,1,1,1,111
316,1,77.88,1,1,4,114
97,1,4.88,3,1,1,311
283,1,5.38,1,1,1,111
332,1,4.57,1,1,1,111
320,1,10.12,1,1,1,111
364,1,8.52,1,1,1,111
346,1,17.55,1,1,2,112
343,1,8.8,1,1,1,111
278,4,93.63,1,4,4,144
297,1,16.71,1,1,2,112
297,2,139.5,1,3,4,134
323,1,14.65,1,1,2,112
100,8,153.4,3,4,4,344
151,1,20.82,2,1,2,212
143,4,66.13,3,4,4,344
289,2,35.1,1,3,3,133
183,2,29.23,2,3,3,233
292,1,5.97,1,1,1,111
362,1,2.13,1,1,1,111
153,3,203.03,2,3,4,234
304,3,37.55,1,3,3,133
346,1,14.37,1,1,2,112
364,1,19.63,1,1,2,112
338,1,5.18,1,1,1,111
318,4,64.94,1,4,4,144
299,2,68.09,1,3,4,134
289,1,10.38,1,1,2,112
294,3,27.17,1,3,3,133
348,1,42.41,1,1,3,113
317,1,11.19,1,1,2,112
309,1,50.28,1,1,3,113
117,2,40.32,3,3,3,333
211,7,80.78,2,4,4,244
345,2,84.25,1,3,4,134
307,1,21.3,1,1,2,112
311,1,15.7,1,1,2,112
236,3,39.3,2,3,3,233
277,1,9.89,1,1,1,111
309,2,19.7,1,3,2,132
195,1,5.94,2,1,1,211
315,1,5.47,1,1,1,111
301,2,13.729999999999999,1,3,2,132
98,1,2.96,3,1,1,311
277,2,45.12,1,3,3,133
225,1,8.87,2,1,1,211
144,1,51.2,3,1,3,313
197,3,33.95,2,3,3,233
129,1,13.299999999999999,3,1,2,312
183,1,14.989999999999998,2,1,2,212
363,1,20.029999999999998,1,1,2,112
30,2,31.94,4,3,3,433
275,4,24.95,1,4,3,143
286,1,6.449999999999999,1,1,1,111
318,1,4.5,1,1,1,111
277,2,21.82,1,3,2,132
277,1,3.68,1,1,1,111
328,2,319.27,1,3,4,134
260,4,90.87,2,4,4,244
332,2,9.379999999999999,1,3,1,131
220,1,15.549999999999999,2,1,2,212
310,1,3.9,1,1,1,111
346,1,88.64,1,1,4,114
296,2,32.519999999999996,1,3,3,133
288,3,68.11,1,3,4,134
316,1,12.739999999999998,1,1,2,112
285,2,61.23,1,3,3,133
355,1,14.8,1,1,2,112
194,2,16.9,2,3,2,232
284,1,5.52,1,1,1,111
116,4,40.3,3,4,3,343
235,2,13.53,2,3,2,232
227,1,110.67,2,1,4,214
288,1,7.5,1,1,1,111
361,1,5.38,1,1,1,111
303,1,79.17,1,1,4,114
224,1,14.26,2,1,2,212
303,4,68.28999999999999,1,4,4,144
112,3,38.629999999999995,3,3,3,333
334,1,48.92,1,1,3,113
318,1,8.3,1,1,1,111
133,1,15.62,3,1,2,312
332,1,8.18,1,1,1,111
315,2,11.52,1,3,2,132
192,1,14.43,2,1,2,212
300,1,12.25,1,1,2,112
221,2,17.48,2,3,2,232
326,1,8.12,1,1,1,111
318,1,1.38,1,1,1,111
320,1,5.66,1,1,1,111
336,1,4.06,1,1,1,111
287,1,5.93,1,1,1,111
208,4,40.370000000000005,2,4,3,243
304,1,4.84,1,1,1,111
304,1,10.27,1,1,2,112
349,1,8.04,1,1,1,111
313,2,36.27,1,3,3,133
209,1,8.87,2,1,1,211
211,1,3.42,2,1,1,211
113,1,48.55,3,1,3,313
262,1,51.91,2,1,3,213
298,1,9.68,1,1,1,111
326,1,5.29,1,1,1,111
294,2,20.369999999999997,1,3,2,132
325,1,3.44,1,1,1,111
169,2,17.21,2,3,2,232
316,1,8.46,1,1,1,111
236,1,8.33,2,1,1,211
58,2,10.73,3,3,2,332
326,1,11.88,1,1,2,112
345,1,2.66,1,1,1,111
231,1,4.91,2,1,1,211
271,1,25.7,2,1,3,213
105,2,32.05,3,3,3,333
154,1,8.87,2,1,1,211
127,1,6.0,3,1,1,311
88,1,4.0,3,1,1,311
355,1,8.75,1,1,1,111
305,2,79.24,1,3,4,134
332,1,2.17,1,1,1,111
75,2,29.69,3,3,3,333
358,1,27.27,1,1,3,113
330,2,14.59,1,3,2,132
151,1,19.299999999999997,2,1,2,212
353,1,17.18,1,1,2,112
55,1,21.69,3,1,2,312
364,1,19.0,1,1,2,112
303,3,68.43,1,3,4,134
265,6,80.33,2,4,4,244
293,2,4.26,1,3,1,131
200,2,77.51,2,3,4,234
278,1,6.75,1,1,1,111
238,3,102.31,2,3,4,234
201,2,15.07,2,3,2,232
274,2,56.379999999999995,1,3,3,133
137,1,13.030000000000001,3,1,2,312
325,1,15.74,1,1,2,112
334,1,2.0,1,1,1,111
138,1,2.39,3,1,1,311
33,2,14.66,4,3,2,432
286,1,9.68,1,1,1,111
161,1,5.61,2,1,1,211
274,3,50.67,1,3,3,133
263,1,7.02,2,1,1,211
269,3,21.990000000000002,2,3,2,232
144,7,68.55,3,4,4,344
289,3,27.669999999999998,1,3,3,133
345,1,7.2700000000000005,1,1,1,111
256,3,19.45,2,3,2,232
259,1,23.78,2,1,2,212
307,2,24.88,1,3,3,133
286,1,55.95,1,1,3,113
291,2,59.059999999999995,1,3,3,133
276,1,44.16,1,1,3,113
151,6,194.74,2,4,4,244
264,1,7.539999999999999,2,1,1,211
188,1,30.74,2,1,3,213
269,1,50.019999999999996,2,1,3,213
288,1,7.23,1,1,1,111
322,1,6.35,1,1,1,111
211,1,11.870000000000001,2,1,2,212
329,1,32.120000000000005,1,1,3,113
143,1,12.0,3,1,2,312
254,3,15.2,2,3,2,232
163,1,42.120000000000005,2,1,3,213
313,4,174.99,1,4,4,144
300,1,307.64,1,1,4,114
309,1,54.989999999999995,1,1,3,113
216,2,5.18,2,3,1,231
308,1,5.25,1,1,1,111
119,1,7.85,3,1,1,311
81,1,6.35,3,1,1,311
286,1,6.55,1,1,1,111
258,1,19.080000000000002,2,1,2,212
334,1,2.31,1,1,1,111
284,1,10.57,1,1,2,112
302,1,2.37,1,1,1,111
266,1,4.94,2,1,1,211
262,1,20.53,2,1,2,212
289,4,73.1,1,4,4,144
303,1,21.11,1,1,2,112
347,1,5.94,1,1,1,111
316,1,28.729999999999997,1,1,3,113
343,1,4.49,1,1,1,111
197,1,19.93,2,1,2,212
33,4,31.28,4,4,3,443
350,1,12.57,1,1,2,112
260,1,15.08,2,1,2,212
318,1,15.239999999999998,1,1,2,112
261,1,10.68,2,1,2,212
348,1,22.38,1,1,2,112
330,1,3.9,1,1,1,111
325,3,89.42,1,3,4,134
275,1,6.07,1,1,1,111
137,1,24.18,3,1,3,313
221,2,39.09,2,3,3,233
327,1,20.75,1,1,2,112
261,3,48.49,2,3,3,233
126,3,62.44,3,3,3,333
273,1,9.68,1,1,1,111
335,1,35.1,1,1,3,113
358,1,8.25,1,1,1,111
257,1,24.68,2,1,3,213
285,1,11.0,1,1,2,112
36,2,23.0,4,3,2,432
307,1,5.38,1,1,1,111
346,1,10.57,1,1,2,112
254,1,15.370000000000001,2,1,2,212
196,1,1.36,2,1,1,211
363,1,18.95,1,1,2,112
120,3,55.71,3,3,3,333
341,1,8.75,1,1,1,111
302,1,31.490000000000002,1,1,3,113
186,2,21.94,2,3,2,232
198,2,18.13,2,3,2,232
293,3,108.66,1,3,4,134
352,1,14.490000000000002,1,1,2,112
309,1,11.19,1,1,2,112
256,1,7.15,2,1,1,211
258,1,10.5,2,1,2,212
311,1,68.65,1,1,4,114
338,1,10.43,1,1,2,112
282,2,11.38,1,3,2,132
261,2,29.439999999999998,2,3,3,233
331,1,33.89,1,1,3,113
34,1,5.18,4,1,1,411
213,1,4.43,2,1,1,211
286,3,75.78999999999999,1,3,4,134
364,1,6.4,1,1,1,111
332,1,47.53,1,1,3,113
301,1,1.82,1,1,1,111
330,1,10.23,1,1,2,112
244,2,12.3,2,3,2,232
271,4,18.439999999999998,2,4,2,242
